resort_name|state|region|postal_code|summit|mid_elevation|base|vertical|lifts|runs|acres|green_percent|green_acres|blue_percent|blue_acres|black_percent|black_acres|lat|lon|mid_elevation_meters|timezone|country|ticket_currency|peak_day_ticket_local|peak_day_ticket_usd|advance_day_ticket_local|ticket_basis|map|openmeteo_hourly_api_call
Echo Valley - WA|Washington|Pacific Northwest|98831|3900|3450|3000|900|4|8||||||||47.87|-120.1|1051.56|America/Los_Angeles|USA|USD|35|35|31|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=47.87&longitude=-120.1&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1051.56
Edelweiss Valley - QC|Quebec|Eastern Canada|J0X 3G0|1148|820|492|656|4|20|160|0.45|72|0.25|40|0.3|48|45.648735|-75.852654|249.936|America/Toronto|Canada|CAD||||||https://archive-api.open-meteo.com/v1/archive?latitude=45.648735&longitude=-75.852654&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Toronto&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=249.936
Eldora - CO|Colorado|Colorado & Utah|80466|10800|10000|9200|1600|12|61|680|0.19|129.2|0.48|326.4|0.33|224.4|39.94|-105.58|3048|America/Denver|USA|USD|179|179|134|estimate|https://www.onthesnow.com/colorado/eldora-mountain-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=39.94&longitude=-105.58&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=3048
Elk Mountain - PA|Pennsylvania|Mid-Atlantic|18470|2693|2193|1693|1000|6|27|180|0.22|39.6|0.37|66.6|0.41|73.8|41.72|-75.55|668.4264|America/New_York|USA|USD|79|79|70|estimate|https://www.onthesnow.com/pennsylvania/elk-mountain-ski-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.72&longitude=-75.55&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=668.4264
Elk Ridge - AZ|Arizona|Southwest||8150|7825|7500|600|2|12||||||||35.19|-112.24|2385.06|America/Phoenix|USA|USD|45|45|40|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=35.19&longitude=-112.24&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Phoenix&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2385.06
Elko Snobowl - NV|Nevada|Sierra Nevada||7000|6650|6300|700|2|10|60|0.08|4.8|0.9|54|0.02|1.2|40.908905|-115.85204|2026.92|America/Los_Angeles|USA|USD|||||https://www.onthesnow.com/nevada/elko-snobowl/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=40.908905&longitude=-115.85204&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2026.92
Elm Creek - MN|Minnesota|Midwest|55369|928|898|868|60|3|6|15|0.2|3|0.6|9|0.2|3|45.138561|-93.437057|273.7104|America/Chicago|USA|USD|||||https://www.onthesnow.com/minnesota/elm-creek/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.138561&longitude=-93.437057&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=273.7104
Fernie Alpine - BC|British Columbia|Western Canada|V0B 1M6|7000|5225|3450|3550|10|145|2504|0.3|751.2|0.4|1001.6|0.3|751.2|49.46|-115.09|1592.58|America/Edmonton|Canada|CAD|155|112|116|estimate|https://www.onthesnow.com/british-columbia/fernie-alpine/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=49.46&longitude=-115.09&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Edmonton&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1592.58
Four Lakes - IL|Illinois|Midwest|60532|500|450|400|100|7|5|9|0.4|3.6|0.3|2.7|0.3|2.7|41.79|-88.09|137.16|America/Chicago|USA|USD|55|55|48|estimate|https://www.onthesnow.com/illinois/four-lakes/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.79&longitude=-88.09&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=137.16
Four Seasons - NY|New York|Northeast|12143|550|500|450|100|2|4||||||||42.48|-73.81|152.4|America/New_York|USA|USD||||||https://archive-api.open-meteo.com/v1/archive?latitude=42.48&longitude=-73.81&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=152.4
Frost Fire - ND|North Dakota|Midwest|58282|1350|1175|1000|350|3|10|50|0.2|10|0.4|20|0.4|20|48.91|-98.07|358.14|America/Chicago|USA|USD|45|45|40|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=48.91&longitude=-98.07&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=358.14
Giants Ridge - MN|Minnesota|Midwest|55765|1972|1722|1472|500|7|35|202|0.3|60.6|0.5|101|0.2|40.4|47.58|-92.29|524.8656|America/Chicago|USA|USD|89|89|78|estimate|https://www.onthesnow.com/minnesota/giants-ridge-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=47.58&longitude=-92.29&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=524.8656
Gladstone - MI|Michigan|Midwest|49837||||130|5|6||||||||45.86|-87.02||America/Detroit|USA|USD||||||https://archive-api.open-meteo.com/v1/archive?latitude=45.86&longitude=-87.02&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Detroit&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=
Glen Eden - ON|Ontario|Eastern Canada|L9T 2X7|879|759.5|640|240|6|17|10|1|10|0|0|0|0|43.505001|-79.946106|231.4956|America/Toronto|Canada|CAD|50|36||published_2526|https://www.onthesnow.com/ontario/glen-eden/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.505001&longitude=-79.946106&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Toronto&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=231.4956
Gore Mountain - NY|New York|Northeast|12856|3600|2331.5|1063|2537|15|110|453|0.11|49.83|0.53|240.09|0.36|163.08|43.67|-74.05|710.6412|America/New_York|USA|USD|109|109|96|estimate|https://www.onthesnow.com/new-york/gore-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.67&longitude=-74.05&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=710.6412
Grand Geneva - WI|Wisconsin|Midwest|53147|1086|980.5|875|211|6|18|30|0.4|12|0.3|9|0.3|9|42.610058|-88.404823|298.8564|America/Chicago|USA|USD|||||https://www.onthesnow.com/wisconsin/grand-geneva/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.610058&longitude=-88.404823&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=298.8564
Grand Targhee - WY|Wyoming|Northern Rockies|83422|9920|8785|7650|2270|5|95|2602|0.21|546.42|0.38|988.76|0.41|1066.82|43.79|-110.96|2677.668|America/Denver|USA|USD|175|175|131|estimate|https://www.onthesnow.com/wyoming/grand-targhee-resort/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.79&longitude=-110.96&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2677.668
Granite Gorge - NH|New Hampshire|Northeast|3435|1500|1237.5|975|525|2|17||||||||42.92|-72.24|377.19|America/New_York|USA|USD|55|55|48|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=42.92&longitude=-72.24&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=377.19
Granite Peak - WI|Wisconsin|Midwest|54401|1924|1574|1224|700|8|75|135|0.24|32.4|0.24|32.4|0.52|70.2|44.91|-89.68|479.7552|America/Chicago|USA|USD|89|89|78|estimate|https://www.onthesnow.com/wisconsin/granite-peak-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.91&longitude=-89.68&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=479.7552
Great Bear - SD|South Dakota|Midwest|57103|1400|1308.5|1217|183|5|12|21|0.4|8.4|0.4|8.4|0.2|4.2|43.55|-96.62|398.8308|America/Chicago|USA|USD|45|45|40|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=43.55&longitude=-96.62&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=398.8308
Great Divide - MT|Montana|Northern Rockies|59640|7210|6545|5880|1330|6|140|1600|0.07|112|0.47|752|0.47|752|46.75|-112.35|1994.916|America/Denver|USA|USD|75|75|66|estimate|https://www.onthesnow.com/montana/great-divide/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=46.75&longitude=-112.35&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Denver&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1994.916
